,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
5772,0.703,0.308,10,-7.742,1,0.0355,0.737,0.00618,0.102,0.346,130.084,audio_features,2J3ajGI1sVj9wnqThJHwPS,spotify:track:2J3ajGI1sVj9wnqThJHwPS,https://api.spotify.com/v1/tracks/2J3ajGI1sVj9wnqThJHwPS,https://api.spotify.com/v1/audio-analysis/2J3ajGI1sVj9wnqThJHwPS,380320,3
5773,0.211,0.579,0,-10.09,1,0.0582,0.934,0.911,0.174,0.0817,115.786,audio_features,0UyfKV5iafZCCtQxRBbe85,spotify:track:0UyfKV5iafZCCtQxRBbe85,https://api.spotify.com/v1/tracks/0UyfKV5iafZCCtQxRBbe85,https://api.spotify.com/v1/audio-analysis/0UyfKV5iafZCCtQxRBbe85,265840,4
5774,0.165,0.678,0,-7.496,1,0.0421,0.233,0.899,0.105,0.106,110.521,audio_features,37PSljWwMyg3JhqWma3Wai,spotify:track:37PSljWwMyg3JhqWma3Wai,https://api.spotify.com/v1/tracks/37PSljWwMyg3JhqWma3Wai,https://api.spotify.com/v1/audio-analysis/37PSljWwMyg3JhqWma3Wai,319413,4
5775,0.386,0.612,1,-5.84,1,0.0378,0.0133,1.74e-05,0.114,0.249,122.646,audio_features,54XGKvGZwA7xB3Uu5vef0C,spotify:track:54XGKvGZwA7xB3Uu5vef0C,https://api.spotify.com/v1/tracks/54XGKvGZwA7xB3Uu5vef0C,https://api.spotify.com/v1/audio-analysis/54XGKvGZwA7xB3Uu5vef0C,171440,4
5776,0.61,0.788,0,-5.724,1,0.0585,0.195,0.0142,0.153,0.472,101.045,audio_features,5hc71nKsUgtwQ3z52KEKQk,spotify:track:5hc71nKsUgtwQ3z52KEKQk,https://api.spotify.com/v1/tracks/5hc71nKsUgtwQ3z52KEKQk,https://api.spotify.com/v1/audio-analysis/5hc71nKsUgtwQ3z52KEKQk,347520,4
5777,0.583,0.654,7,-6.89,1,0.0472,0.0572,0.00116,0.133,0.191,90.021,audio_features,4p1pxmqtPtPHqWbOd2RgXu,spotify:track:4p1pxmqtPtPHqWbOd2RgXu,https://api.spotify.com/v1/tracks/4p1pxmqtPtPHqWbOd2RgXu,https://api.spotify.com/v1/audio-analysis/4p1pxmqtPtPHqWbOd2RgXu,260427,4
5778,0.329,0.604,6,-10.046,1,0.0646,0.671,0.257,0.0825,0.0387,121.221,audio_features,3OF76yx8CGiDwzSCT3BeDv,spotify:track:3OF76yx8CGiDwzSCT3BeDv,https://api.spotify.com/v1/tracks/3OF76yx8CGiDwzSCT3BeDv,https://api.spotify.com/v1/audio-analysis/3OF76yx8CGiDwzSCT3BeDv,386080,4
5779,0.646,0.938,0,-4.735,1,0.0754,0.0875,6.52e-06,0.447,0.545,120.708,audio_features,316r1KLN0bcmpr7TZcMCXT,spotify:track:316r1KLN0bcmpr7TZcMCXT,https://api.spotify.com/v1/tracks/316r1KLN0bcmpr7TZcMCXT,https://api.spotify.com/v1/audio-analysis/316r1KLN0bcmpr7TZcMCXT,248880,4
5780,0.592,0.84,9,-4.697,1,0.0364,0.0193,0.000191,0.327,0.679,103.026,audio_features,6OPOa3qlKoDUzGpS8MrcLi,spotify:track:6OPOa3qlKoDUzGpS8MrcLi,https://api.spotify.com/v1/tracks/6OPOa3qlKoDUzGpS8MrcLi,https://api.spotify.com/v1/audio-analysis/6OPOa3qlKoDUzGpS8MrcLi,252480,4
5781,0.792,0.662,8,-6.516,1,0.0356,0.53,0.0012,0.0598,0.863,117.012,audio_features,59RNdFA4oFNIvTIvaBxqgQ,spotify:track:59RNdFA4oFNIvTIvaBxqgQ,https://api.spotify.com/v1/tracks/59RNdFA4oFNIvTIvaBxqgQ,https://api.spotify.com/v1/audio-analysis/59RNdFA4oFNIvTIvaBxqgQ,293067,4
5782,0.681,0.283,5,-11.496,1,0.0296,0.781,0.00371,0.114,0.221,111.05,audio_features,1JmLA5HZ7Wp7L8DNctLpUW,spotify:track:1JmLA5HZ7Wp7L8DNctLpUW,https://api.spotify.com/v1/tracks/1JmLA5HZ7Wp7L8DNctLpUW,https://api.spotify.com/v1/audio-analysis/1JmLA5HZ7Wp7L8DNctLpUW,236747,4
5783,0.454,0.124,7,-22.001,1,0.0444,0.784,0.00091,0.0899,0.487,110.766,audio_features,7Esd9ROfkgPgBtWN72U5P5,spotify:track:7Esd9ROfkgPgBtWN72U5P5,https://api.spotify.com/v1/tracks/7Esd9ROfkgPgBtWN72U5P5,https://api.spotify.com/v1/audio-analysis/7Esd9ROfkgPgBtWN72U5P5,238733,5
5784,0.174,0.451,2,-9.91,1,0.0476,0.0132,0.0162,0.4,0.0853,60.44,audio_features,44xJcOio69iJPIr3uLnnmB,spotify:track:44xJcOio69iJPIr3uLnnmB,https://api.spotify.com/v1/tracks/44xJcOio69iJPIr3uLnnmB,https://api.spotify.com/v1/audio-analysis/44xJcOio69iJPIr3uLnnmB,83060,4
